record_id,date,season,month,leaf_weight_kg,leaf_moisture_percent,withering_time_hours,fermentation_time_hours,drying_temperature_celsius,drying_duration_minutes,ambient_temperature_celsius,humidity_percentage,rainfall_mm,collection_region,powder_weight_kg,yield_percentage
REC-02410,8/4/2022,Quality_Season,8,514.77,70.1,15,3.12,98,28,20.9,74.3,5.78,Lower_Division,100.91,19.6
REC-02411,8/4/2022,Quality_Season,8,513.73,79.6,19.49,3.77,100.5,25.2,20.8,83.2,3.92,East_Block,100.04,19.47
REC-02412,8/4/2022,SW_Monsoon,8,429.92,79.2,16.08,3.15,104.9,23.6,20.8,87.2,11.61,Middle_Division,97.72,22.73
REC-02413,8/3/2022,Quality_Season,8,496.27,80.9,15.26,3.22,90.3,24.4,19.8,74.2,3.55,West_Block,100.75,20.3
REC-02414,8/3/2022,Quality_Season,8,641.88,77.4,15.28,2.74,92.4,27.3,20.6,72.5,2.72,West_Block,127.08,19.8
REC-02415,8/3/2022,SW_Monsoon,8,491.1,75.8,17.34,2.25,92.6,23.7,17.9,83.9,11.33,Middle_Division,107.38,21.86
REC-02416,8/3/2022,SW_Monsoon,8,657.6,83.8,15.91,3.2,85.1,25.6,18.3,81.8,7.13,Upper_Division,139.01,21.14
REC-02417,8/2/2022,Quality_Season,8,586.06,77.3,14.68,2.85,101.7,26,20.8,73.4,4.03,Upper_Division,119.33,20.36
REC-02418,8/2/2022,SW_Monsoon,8,714.32,80.3,16.46,3.59,93,23,19,89.2,6.8,Upper_Division,140.34,19.65
REC-02419,8/2/2022,Quality_Season,8,409.11,81.1,16.74,2.9,94.9,32.9,20.2,79.1,3.49,East_Block,77.51,18.94
REC-02420,8/1/2022,SW_Monsoon,8,302.88,78.8,15.88,2,98.5,27.6,21.5,84.8,9.51,Lower_Division,68.92,22.76
REC-02421,8/1/2022,SW_Monsoon,8,683.88,75.6,16.41,3.18,94.9,30.2,21.4,80,9.24,Upper_Division,148.1,21.66
REC-02422,7/31/2022,SW_Monsoon,7,553.79,79.9,14.74,2.25,102.3,25.1,18.3,79.3,9.37,Upper_Division,120.96,21.84
REC-02423,7/31/2022,SW_Monsoon,7,585.6,76.7,14.43,3.06,98.8,23.5,20.1,85.4,10.92,West_Block,134.6,22.98
REC-02424,7/30/2022,Quality_Season,7,334.14,73.5,12.8,4.26,88.5,25.2,17.8,74.6,3.59,Middle_Division,60.52,18.11
REC-02425,7/30/2022,Quality_Season,7,606.85,78,16.76,3.63,92,27.8,16.4,82.6,3.24,Upper_Division,116,19.11
REC-02426,7/30/2022,Quality_Season,7,612.14,80.3,18.89,3.49,105,22.8,19,74,4.1,Upper_Division,121.42,19.83
REC-02427,7/30/2022,SW_Monsoon,7,678.97,73,14.1,3.26,97.2,28.3,22.3,88.9,8.86,West_Block,140.6,20.71
REC-02428,7/29/2022,SW_Monsoon,7,615.91,77.9,16.29,3.08,92.8,28.4,23.3,84.2,6.79,West_Block,130.24,21.15
REC-02429,7/28/2022,Quality_Season,7,600.82,77.6,15.18,3.33,100.4,24.7,21.8,81.4,5.35,Middle_Division,116.73,19.43
REC-02430,7/28/2022,Quality_Season,7,781.98,77.5,17.46,3.58,94.5,25.4,16.2,78.5,5.54,Middle_Division,149.7,19.14
REC-02431,7/27/2022,SW_Monsoon,7,480.65,80.1,14.62,4.31,97.5,22.9,17.9,83.8,7.46,East_Block,104.78,21.8
REC-02432,7/27/2022,Quality_Season,7,516.77,81.4,16.16,3.45,98.9,31.4,18.4,72.2,2.74,Upper_Division,100.01,19.35
REC-02433,7/27/2022,Quality_Season,7,711.52,76.5,14.81,2.33,92.9,26.6,17.8,75.7,6,Lower_Division,141.65,19.91
REC-02434,7/26/2022,Quality_Season,7,421.78,76.7,14.87,3.86,94.7,24.6,18.4,75.2,4.85,Lower_Division,79.88,18.94
REC-02435,7/26/2022,SW_Monsoon,7,459.44,79.5,15.2,3.08,95.2,22.2,21.3,89.8,7.04,Upper_Division,103.34,22.49
REC-02436,7/26/2022,SW_Monsoon,7,498.32,75.7,17.71,2.99,92.2,25.1,17.1,86.7,9.11,Upper_Division,102.55,20.58
REC-02437,7/26/2022,SW_Monsoon,7,451.96,84.2,16.96,2.26,101.9,26.6,20,86.1,8.75,Lower_Division,99.33,21.98
REC-02438,7/25/2022,Quality_Season,7,675.46,75.8,16.17,3.06,104.4,25.3,18.5,79,4.82,Lower_Division,143.86,21.3
REC-02439,7/25/2022,Quality_Season,7,465.21,76.5,16.49,3.25,92.2,29.3,16.9,74.5,4.53,Lower_Division,91.22,19.61
REC-02440,7/25/2022,SW_Monsoon,7,569.63,76.9,14.71,2.8,101.1,21.7,17.7,85.8,11.5,Upper_Division,122.1,21.44
REC-02441,7/25/2022,SW_Monsoon,7,536.04,74.9,16.24,3.18,94.6,20.6,21.7,82,9.53,Middle_Division,112.43,20.97
REC-02442,7/24/2022,Quality_Season,7,499.35,76.2,16.05,3.26,104.3,23.3,17.8,79.5,4.49,Middle_Division,102.41,20.51
REC-02443,7/24/2022,Quality_Season,7,761.62,80.7,13.66,2.85,98.3,30.8,17.1,76.3,3.77,Upper_Division,144.68,19
REC-02444,7/24/2022,SW_Monsoon,7,618.31,80.2,16.73,2.38,103.2,26.7,21.9,78.8,6.88,East_Block,133.13,21.53
REC-02445,7/24/2022,SW_Monsoon,7,621.93,81,16.74,2.07,100.1,28.5,21.7,89.4,8.5,Upper_Division,129.71,20.86
REC-02446,7/24/2022,Quality_Season,7,504.17,81.4,17.13,2.75,102.9,28.9,19.4,80.9,5.74,Lower_Division,100.1,19.85
REC-02447,7/24/2022,SW_Monsoon,7,344.66,77.4,16.31,2.31,93.2,27.2,19.6,89,8.78,Upper_Division,69.94,20.29
REC-02448,7/23/2022,SW_Monsoon,7,289.74,74.9,13.82,2.56,93,23.4,21.4,82.6,10.23,Lower_Division,62.87,21.7
REC-02449,7/22/2022,Quality_Season,7,729.88,76.7,14.93,2.7,95.3,28.5,20.4,84.4,5.68,Upper_Division,138.43,18.97
REC-02450,7/21/2022,Quality_Season,7,786.28,71.2,20,2.56,92.6,25.1,20.8,78.6,5.84,Middle_Division,143.35,18.23
REC-02451,7/21/2022,Quality_Season,7,726.32,80.4,14.71,3.09,99.8,27.2,18.2,81.8,5.28,Upper_Division,144.92,19.95
REC-02452,7/21/2022,Quality_Season,7,486.21,75.1,17.55,3.27,100.6,27.3,17.3,73.2,4.58,East_Block,98.89,20.34
REC-02453,7/21/2022,SW_Monsoon,7,620.01,75.4,16.69,2.73,93.5,27.4,18.1,80.2,11.06,Lower_Division,136.74,22.05
REC-02454,7/20/2022,Quality_Season,7,457.33,77.6,15.66,2,103.7,25.2,21.1,82.8,4.29,West_Block,87.89,19.22
REC-02455,7/20/2022,SW_Monsoon,7,633.1,79.9,16.15,2.55,95.8,26.8,18.5,87.2,9.58,East_Block,139.63,22.05
REC-02456,7/20/2022,SW_Monsoon,7,551.38,78.7,17.15,2,98,27,18.2,82.8,7.45,East_Block,118.94,21.57
REC-02457,7/20/2022,Quality_Season,7,729.4,80.3,13.07,2.83,101.7,28.4,18.3,74.1,4.34,Upper_Division,141.04,19.34
REC-02458,7/20/2022,Quality_Season,7,619.2,79.3,16.83,2.84,85.8,29,21.9,73,5.68,Upper_Division,115.09,18.59
REC-02459,7/19/2022,SW_Monsoon,7,607.46,85,15.29,3.66,99,23.8,23.6,81.6,7.7,East_Block,125.73,20.7
REC-02460,7/18/2022,SW_Monsoon,7,787.45,75,17.73,3.19,97.7,24.1,20,85.6,8.7,West_Block,173.22,22
REC-02461,7/18/2022,Quality_Season,7,469.19,77.2,13.02,2.88,97.2,24.3,17.4,77.5,4.75,Lower_Division,98.1,20.91
REC-02462,7/18/2022,SW_Monsoon,7,598.46,77.3,15.37,2.76,93.4,32.7,20.9,79.2,8.78,Lower_Division,133.01,22.22
REC-02463,7/18/2022,SW_Monsoon,7,435.45,77.7,16.27,2.68,94.1,30.3,20.2,79.5,8.86,Upper_Division,90.19,20.71
REC-02464,7/18/2022,SW_Monsoon,7,782.45,79.5,15.74,2.68,98.5,29.5,19.3,83.9,11.31,Lower_Division,177.28,22.66
REC-02465,7/18/2022,SW_Monsoon,7,608.44,76.5,14.8,3.43,99.8,24.2,17.9,89.2,8.8,East_Block,131.32,21.58
REC-02466,7/17/2022,Quality_Season,7,642.3,78.8,13.58,2.82,103.4,24.5,20.9,81.6,3.58,Lower_Division,129.25,20.12
REC-02467,7/17/2022,Quality_Season,7,658.57,82.1,17.41,2.96,97.7,25.8,20.8,82.1,4.03,Middle_Division,129.11,19.6
REC-02468,7/17/2022,Quality_Season,7,521.34,82.7,17.88,2.71,95.5,26.4,18.8,78.4,4.5,East_Block,98.58,18.91
REC-02469,7/17/2022,Quality_Season,7,551.48,75.6,12.33,2.81,92.2,20.5,23,73,4.81,Lower_Division,107.6,19.51
REC-02470,7/16/2022,Quality_Season,7,478.46,74,15.38,2.45,91.6,20.1,18.9,81.2,3.49,Upper_Division,81.3,16.99
REC-02471,7/16/2022,Quality_Season,7,359.15,76.9,16.09,2.98,98.3,24.9,22.9,80.2,3.85,Lower_Division,74.22,20.66
REC-02472,7/15/2022,SW_Monsoon,7,619.91,78.9,14.26,2.21,100.8,28.4,18.8,85.8,7.26,East_Block,132,21.29
REC-02473,7/15/2022,Quality_Season,7,673.74,81.2,15.07,2.43,104.6,25.1,20.5,78.4,4.18,Middle_Division,130.35,19.35
REC-02474,7/14/2022,SW_Monsoon,7,495.86,75.7,17.65,3.28,93,24.6,17.6,85.2,6.8,Upper_Division,102.64,20.7
REC-02475,7/14/2022,Quality_Season,7,513.66,83.3,15.03,4.08,95.4,23.6,18.4,83,5.28,West_Block,99.64,19.4
REC-02476,7/14/2022,SW_Monsoon,7,437.37,77.5,12.4,4.02,93.2,25.5,20.9,88.9,6.68,East_Block,89.09,20.37
REC-02477,7/14/2022,SW_Monsoon,7,450,78.4,17.12,3.33,93.2,20.3,20.4,83.5,10.12,West_Block,99.9,22.2
REC-02478,7/14/2022,Quality_Season,7,532.19,77.4,17.45,2.63,96.5,23.4,21.6,82.5,4.06,East_Block,104.52,19.64
REC-02479,7/13/2022,Quality_Season,7,381.96,74.3,17.06,2.44,99.2,28.3,17.4,83.5,3.63,East_Block,69.97,18.32
REC-02480,7/13/2022,Quality_Season,7,525.33,77.2,15.36,3.21,102,20.4,21,84.6,5.38,Upper_Division,101.85,19.39
REC-02481,7/13/2022,SW_Monsoon,7,525.15,76.5,15.42,2.59,89.9,29.2,18,79.9,9.8,Upper_Division,105.3,20.05
REC-02482,7/12/2022,SW_Monsoon,7,498.19,72.3,17.33,2.44,88.7,26.8,19.7,81.1,11.19,Upper_Division,98.82,19.84
REC-02483,7/12/2022,SW_Monsoon,7,368.07,85,15.44,3.42,102.4,18,22.7,79.7,9.94,Middle_Division,80.83,21.96
REC-02484,7/11/2022,Quality_Season,7,559.63,79.1,15.39,3.6,99,27.3,22.2,77.3,3.12,West_Block,113.51,20.28
REC-02485,7/11/2022,SW_Monsoon,7,562.68,78.9,14.84,3.58,103.8,28.1,17.6,79.3,10.99,West_Block,122.82,21.83
REC-02486,7/11/2022,SW_Monsoon,7,587.96,76.8,16.99,2.66,102.5,27.2,21.3,80.8,9.29,West_Block,129.45,22.02
REC-02487,7/11/2022,SW_Monsoon,7,508.16,76.4,16.18,3.53,92,23.8,23.2,86.1,9.16,Upper_Division,107.23,21.1
REC-02488,7/11/2022,SW_Monsoon,7,542.27,76.9,14.18,2.68,85.5,29.2,21.6,79.4,8.15,Middle_Division,115.32,21.27
REC-02489,7/10/2022,SW_Monsoon,7,478.95,82.7,17.6,3.18,90.9,22.2,22.9,89.5,9.51,Upper_Division,101.92,21.28
REC-02490,7/10/2022,SW_Monsoon,7,662.19,79.4,15.7,3.64,90.9,21.6,19,89,7.58,West_Block,137.01,20.69
REC-02491,7/10/2022,SW_Monsoon,7,363.27,77.9,17.7,3.19,104.5,25.5,17.5,84.9,11.61,Middle_Division,78.68,21.66
REC-02492,7/10/2022,SW_Monsoon,7,498.84,79.8,14.67,3.67,94.5,26.2,21.5,87.2,10.36,Upper_Division,105.81,21.21
REC-02493,7/10/2022,Quality_Season,7,561,78.5,16.78,3.22,99.8,26.8,20.1,75.1,3.39,Upper_Division,113.09,20.16
REC-02494,7/10/2022,SW_Monsoon,7,570.32,75.4,14.96,2.8,99.4,24.1,18.9,80.4,7.66,Middle_Division,128.33,22.5
REC-02495,7/9/2022,Quality_Season,7,585.63,79.4,18.79,2.94,100.4,26,18.4,73.4,4.94,Upper_Division,113.22,19.33
REC-02496,7/9/2022,Quality_Season,7,611.63,74.6,16.33,3.85,102.6,28.3,19.1,83.1,3.97,Upper_Division,107.91,17.64
REC-02497,7/9/2022,SW_Monsoon,7,514.77,78,12.95,3.3,99.6,22,19.6,84.6,8.75,West_Block,111.85,21.73
REC-02498,7/9/2022,Quality_Season,7,491.66,81.4,17.02,2.71,98.8,25.3,21.5,84.3,3.39,Middle_Division,98.22,19.98
REC-02499,7/8/2022,SW_Monsoon,7,452.53,80.2,16.83,3.1,92,23.5,22.9,87.7,9.56,Middle_Division,97.84,21.62
REC-02500,7/8/2022,SW_Monsoon,7,468.38,82.6,15.31,2.2,91.9,27,23.4,79.7,6.97,East_Block,92.78,19.81
REC-02501,7/8/2022,SW_Monsoon,7,389.38,75.4,13.79,2.85,97.8,25,18.1,87.3,8.04,West_Block,84.31,21.65
REC-02502,7/8/2022,Quality_Season,7,407.32,77.3,14.34,3.23,100,24.2,20.4,82.5,5.88,Lower_Division,85.07,20.88
REC-02503,7/8/2022,Quality_Season,7,410.21,75.9,17.5,2.99,94,26.5,21.2,82.9,3.93,Middle_Division,82.53,20.12
REC-02504,7/7/2022,Quality_Season,7,632.98,84.1,12.61,2.37,98.5,22,21.7,81,3.04,West_Block,119.97,18.95
REC-02505,7/7/2022,SW_Monsoon,7,552.04,78,13.7,3.05,101.3,24.7,17.9,84.9,9.14,Upper_Division,118.21,21.41
REC-02506,7/7/2022,SW_Monsoon,7,837.65,77.2,17.94,2,110.6,27,20.2,84.3,9.95,Middle_Division,171.67,20.49
REC-02507,7/5/2022,Quality_Season,7,691.66,80.3,17.02,2.86,102.8,23.2,20.6,73.3,2.73,Middle_Division,131.98,19.08
REC-02508,7/4/2022,Quality_Season,7,496.65,80.2,13.95,2.52,96.5,22.3,22.1,77,5.67,West_Block,98.62,19.86
REC-02509,7/3/2022,SW_Monsoon,7,425.12,76.3,16.1,3.37,94.6,25,20.7,86.3,6.85,Middle_Division,94.5,22.23
REC-02510,7/3/2022,Quality_Season,7,542.21,78,15.89,2.45,105.5,27.8,16.6,77.9,3.93,Upper_Division,104.78,19.32
REC-02511,7/3/2022,SW_Monsoon,7,679.89,73.1,15.95,2.57,94.3,25.7,19,79.8,11.64,West_Block,153.73,22.61
REC-02512,7/3/2022,SW_Monsoon,7,572.49,78.6,16.7,3.52,98.3,21.9,19.6,83.4,11.34,Middle_Division,125.67,21.95
REC-02513,7/3/2022,SW_Monsoon,7,454.84,76.8,17.61,2.56,101.1,28.8,21.3,87.9,7.94,East_Block,97.53,21.44
REC-02514,7/2/2022,SW_Monsoon,7,755.36,83.8,12.98,2.82,93.3,27,20.8,84.1,11.39,Upper_Division,150.9,19.98
REC-02515,7/2/2022,SW_Monsoon,7,442.83,74.3,16.18,2.49,94.2,26.9,19.7,80.1,11.1,Upper_Division,93.48,21.11
REC-02516,7/2/2022,Quality_Season,7,441.92,79.4,14.92,3.29,102,29.3,22.6,79.8,3.18,West_Block,83.89,18.98
REC-02517,7/2/2022,Quality_Season,7,575.38,82.5,17.17,2,97.8,22.4,22.8,80.7,4.87,East_Block,109.5,19.03
REC-02518,7/1/2022,Quality_Season,7,438.62,81.2,15.85,2.71,109.3,29.4,20.3,75.8,5.46,East_Block,84.63,19.29
REC-02519,7/1/2022,Quality_Season,7,578.05,76.3,13.29,2.62,99.9,28.4,17.7,78.4,4.77,Middle_Division,114.55,19.82
REC-02520,7/1/2022,SW_Monsoon,7,736.31,74.4,14.79,2.54,103.3,28,22,83.2,10.99,Lower_Division,162.73,22.1
REC-02521,6/30/2022,SW_Monsoon,6,379.66,76.4,13.03,3.36,105.2,24.2,21.3,88.8,13.29,West_Block,83.37,21.96
REC-02522,6/30/2022,SW_Monsoon,6,477.77,80.4,16.79,4.01,95.9,27.5,24,91.4,11.3,East_Block,106.1,22.21
REC-02523,6/29/2022,SW_Monsoon,6,689.43,75.9,17.01,2.94,103.4,22.8,23,82.2,11,East_Block,155.96,22.62
REC-02524,6/29/2022,SW_Monsoon,6,470.76,74.1,12.68,3.3,94.6,21.7,19.8,85.2,11.42,Middle_Division,99.26,21.09
REC-02525,6/29/2022,SW_Monsoon,6,456.95,70.9,16.32,2.6,105.7,21.6,22.1,82.4,14.52,Middle_Division,100.02,21.89
REC-02526,6/28/2022,SW_Monsoon,6,491.31,80.5,15.42,3.94,101.5,30.7,18.8,85.7,10.71,West_Block,109.15,22.22
REC-02527,6/28/2022,SW_Monsoon,6,563.51,77.9,14.83,3.63,95.9,21.3,22.8,89.8,13.03,Upper_Division,119.84,21.27
REC-02528,6/28/2022,SW_Monsoon,6,621.33,77.1,15.79,2.96,102.4,24.2,20.6,82.5,8.89,West_Block,143.44,23.09
REC-02529,6/28/2022,SW_Monsoon,6,665.51,80.3,14.92,2.97,105.7,21.5,22.3,84.9,12.57,Middle_Division,146.98,22.09
REC-02530,6/27/2022,SW_Monsoon,6,474.1,75.2,13.35,3.44,91.5,26.9,23.4,81.5,12.67,East_Block,106.12,22.38
REC-02531,6/27/2022,SW_Monsoon,6,479.65,79.8,16.18,2.93,106.3,27.6,21.7,83.2,9.28,West_Block,104.35,21.75
REC-02532,6/27/2022,SW_Monsoon,6,541.84,77.1,17.67,2.7,96,30.3,19.2,81.6,12.43,Upper_Division,116.95,21.58
REC-02533,6/27/2022,SW_Monsoon,6,603.32,76.1,18.91,2.34,102.3,27.6,23,87,12.52,Lower_Division,137.6,22.81
REC-02534,6/27/2022,SW_Monsoon,6,642.32,76.6,16.25,3.26,93.4,25.5,20.6,82.4,14.32,Lower_Division,145.63,22.67
REC-02535,6/26/2022,SW_Monsoon,6,636.96,76.8,16.76,3.44,104.8,26.6,23.2,86.2,11.74,East_Block,146.58,23.01
REC-02536,6/25/2022,SW_Monsoon,6,626.59,79.6,16.65,4.18,98.7,23.8,21.1,87.4,14.43,Upper_Division,136.29,21.75
REC-02537,6/25/2022,SW_Monsoon,6,629.37,76.8,13.6,3.15,102.2,26.6,22.4,82.6,10.74,West_Block,145.23,23.08
REC-02538,6/24/2022,SW_Monsoon,6,590.66,80.4,15.4,3.52,94.3,21.1,19.5,81.6,9.95,Middle_Division,128.72,21.79
REC-02539,6/24/2022,SW_Monsoon,6,765.4,84.5,17.64,3.23,90.8,24.4,23.3,85.1,9.18,Middle_Division,162.46,21.23
REC-02540,6/24/2022,SW_Monsoon,6,738.56,78,16.01,3.51,100.1,26.4,23.6,84.8,10.88,Upper_Division,163.97,22.2
REC-02541,6/24/2022,SW_Monsoon,6,712.79,72.4,16.96,2.4,99.1,26.8,18.1,85.2,13.37,West_Block,161.8,22.7
REC-02542,6/24/2022,SW_Monsoon,6,606.09,76.9,15.26,2.36,104.1,21.8,23.8,86.1,12.05,Upper_Division,131.61,21.71
REC-02543,6/24/2022,SW_Monsoon,6,403.83,78.7,16.85,2.96,97.6,25.3,22.1,83.9,11.22,West_Block,93.29,23.1
REC-02544,6/23/2022,SW_Monsoon,6,565.54,78.3,19.95,2.58,94.3,22.7,18.5,86.7,14.47,Lower_Division,129.72,22.94
REC-02545,6/23/2022,SW_Monsoon,6,425.82,81,16.92,2.79,98.5,27.7,18.6,90.9,11.81,West_Block,97.57,22.91
REC-02546,6/22/2022,SW_Monsoon,6,593.13,75,15.28,3.39,98,27,24.9,88,8.79,West_Block,133,22.42
REC-02547,6/22/2022,SW_Monsoon,6,544.55,75.7,15.81,3.42,94.6,29.2,18.1,80.2,8.53,Middle_Division,121.57,22.32
REC-02548,6/22/2022,SW_Monsoon,6,586.7,79.3,16.92,2.82,99.4,23.9,22.5,86.2,11.96,East_Block,134.59,22.94
REC-02549,6/21/2022,SW_Monsoon,6,663.73,79.3,15.25,2.9,89.6,21.3,22.9,89.4,14,Middle_Division,143.35,21.6
REC-02550,6/21/2022,SW_Monsoon,6,550.81,81.8,14.45,2.94,101.9,25,18.7,81.8,8.64,Lower_Division,125.58,22.8
REC-02551,6/21/2022,SW_Monsoon,6,636.01,80.4,18.11,2.35,95.4,25.1,21.4,92,10.89,Upper_Division,139.55,21.94
REC-02552,6/20/2022,SW_Monsoon,6,837.28,82,15.97,2.68,95.2,23.9,24.4,80.5,13.68,Middle_Division,191.76,22.9
REC-02553,6/20/2022,SW_Monsoon,6,258.63,80.9,15.21,3.36,97.9,21.1,19.2,85,11.34,Upper_Division,55.54,21.47
REC-02554,6/20/2022,SW_Monsoon,6,512.29,76.5,16.31,4.02,103,26.6,22.3,87.7,11.65,Middle_Division,115.98,22.64
REC-02555,6/20/2022,SW_Monsoon,6,386.99,75.6,15.08,3.26,97.6,25.6,24.4,91.4,13.97,East_Block,89.29,23.07
REC-02556,6/19/2022,SW_Monsoon,6,636.63,73.2,14.69,3.01,100.1,26.5,22.8,82.5,13.13,East_Block,139.04,21.84
REC-02557,6/19/2022,SW_Monsoon,6,595.16,74.1,14.42,2.12,102.7,22,21.4,91.7,13.42,Middle_Division,137.1,23.04
REC-02558,6/19/2022,SW_Monsoon,6,629.15,77.4,14.68,3.78,95.5,22.3,19.2,89.7,10.06,Middle_Division,140.06,22.26
REC-02559,6/19/2022,SW_Monsoon,6,627.08,78.6,13.67,2.58,102.7,23.7,21.4,86.2,14.55,Upper_Division,137.24,21.89
REC-02560,6/18/2022,SW_Monsoon,6,405.97,79.7,16.87,2.66,95.8,27.7,18.4,81.3,8.93,Upper_Division,90.63,22.33
REC-02561,6/18/2022,SW_Monsoon,6,760.23,78.3,17.43,3.67,98.1,27.5,21.4,89.5,11.05,Lower_Division,175,23.02
REC-02562,6/18/2022,SW_Monsoon,6,615.31,80.2,18.23,2.17,96.2,24.3,23.6,80.4,9.88,Lower_Division,133.77,21.74
REC-02563,6/17/2022,SW_Monsoon,6,460.9,73.3,15.17,3.32,94.5,19.9,24.8,85.4,14.52,Middle_Division,98.83,21.44
REC-02564,6/17/2022,SW_Monsoon,6,820.47,78,17.85,3.38,94.7,24.3,22.1,89.6,10,East_Block,182.14,22.2
REC-02565,6/16/2022,SW_Monsoon,6,570.39,78.2,16.76,3.11,99.5,21.7,21.2,91.5,10.3,Lower_Division,128.49,22.53
REC-02566,6/16/2022,SW_Monsoon,6,408.89,79.8,16.75,3.32,95.9,26.6,23.4,85.5,13.19,Lower_Division,93.98,22.98
REC-02567,6/16/2022,SW_Monsoon,6,417.37,81.6,15.48,2.22,93.8,19.9,22.9,86.1,14.46,West_Block,92.48,22.16
REC-02568,6/16/2022,SW_Monsoon,6,533.24,72.8,16.74,2.55,95.3,25,23.9,83.4,9.38,East_Block,118.28,22.18
REC-02569,6/16/2022,SW_Monsoon,6,420.96,78,14.78,3.38,98.9,24.5,19.5,91.1,8.45,Upper_Division,95.21,22.62
REC-02570,6/15/2022,SW_Monsoon,6,361.39,76.2,15.8,2.25,101.2,27.3,19.1,80.1,10.58,Upper_Division,82.57,22.85
REC-02571,6/15/2022,SW_Monsoon,6,629.14,73.6,17.7,3.74,103.7,22.8,22.3,80.8,10.3,Upper_Division,133.62,21.24
REC-02572,6/15/2022,SW_Monsoon,6,523.68,78,18.7,2.88,102,24.6,20.2,90.4,10.56,West_Block,120.09,22.93
REC-02573,6/14/2022,SW_Monsoon,6,322.48,83.9,16.46,3.63,95.5,23,22,89.2,13.31,Middle_Division,69.92,21.68
REC-02574,6/14/2022,SW_Monsoon,6,419.71,73.2,15.21,3.1,104.8,28.3,23.2,84.3,11.44,Middle_Division,94.06,22.41
REC-02575,6/14/2022,SW_Monsoon,6,441.85,83.1,13.08,3.94,92.5,19.5,18.1,87.5,14.2,Upper_Division,90.87,20.57
REC-02576,6/14/2022,SW_Monsoon,6,361.98,75.3,16.35,2.95,95.8,22,24.7,82.9,9.2,East_Block,81.33,22.47
REC-02577,6/13/2022,SW_Monsoon,6,468.32,78.5,16.59,3.36,94,20.9,24,83.8,10.26,West_Block,104.8,22.38
REC-02578,6/13/2022,SW_Monsoon,6,507.81,73.4,15.87,2.75,103.1,26.4,22.9,89.8,10.65,Upper_Division,113.85,22.42
REC-02579,6/13/2022,SW_Monsoon,6,815.41,72.5,17.54,3.05,101.5,25,19.4,83.6,12.91,Upper_Division,183.88,22.55
REC-02580,6/12/2022,SW_Monsoon,6,647.48,80.3,13.16,3.36,102.7,18.3,20.9,85.2,10.66,Middle_Division,141.79,21.9
REC-02581,6/11/2022,SW_Monsoon,6,513.37,78.3,15.73,2.9,99.7,24.3,23.3,81.5,12.97,East_Block,118.09,23
REC-02582,6/11/2022,SW_Monsoon,6,656.19,75.3,19.56,2.98,92.5,20.1,23.4,80.7,12.64,West_Block,143.42,21.86
REC-02583,6/11/2022,SW_Monsoon,6,636.32,79,13.66,3.49,99.9,20.7,22.3,82.6,9.11,West_Block,142.62,22.41
REC-02584,6/9/2022,SW_Monsoon,6,481.18,81.5,17.17,2.86,102.4,24.7,19.9,83.1,12.12,Lower_Division,110.06,22.87
REC-02585,6/9/2022,SW_Monsoon,6,410.3,77.2,14.92,3.64,99.9,26.9,18.7,88.9,12.2,East_Block,90.64,22.09
REC-02586,6/9/2022,SW_Monsoon,6,550.15,74.1,15.3,3.75,101.4,21.6,23.1,91.2,14.83,Middle_Division,123.94,22.53
REC-02587,6/8/2022,SW_Monsoon,6,398,79.6,16.91,2.68,100.1,26.5,24.8,81.8,14.38,Lower_Division,91,22.87
REC-02588,6/8/2022,SW_Monsoon,6,819.73,70.4,15.16,2.94,99.1,25.3,20.3,91.7,13.17,Middle_Division,188.5,22.99
REC-02589,6/8/2022,SW_Monsoon,6,506.64,78.1,15.96,4.09,101.8,22.2,19,87.3,9.88,Upper_Division,111.14,21.94
REC-02590,6/7/2022,SW_Monsoon,6,546,79.9,13.73,3.16,98.4,23.7,19.4,87.5,13.82,Lower_Division,124.33,22.77
REC-02591,6/7/2022,SW_Monsoon,6,577.26,73.4,14.27,2.95,97.3,24,18.3,86,14.52,Middle_Division,131.92,22.85
REC-02592,6/6/2022,SW_Monsoon,6,456.76,78.9,15.41,3.06,96,20.5,23.8,88.8,10.18,Upper_Division,100.15,21.93
REC-02593,6/5/2022,SW_Monsoon,6,458.81,78.8,16.52,2.47,101.9,21.3,23.1,80.7,9.44,Middle_Division,101.02,22.02
REC-02594,6/4/2022,SW_Monsoon,6,596.25,77.6,16.07,2.42,105.5,24.6,20.5,88.6,8.55,East_Block,130.25,21.85
REC-02595,6/4/2022,SW_Monsoon,6,522.19,82.1,16.41,2.71,97.7,25.4,21.7,89,10.61,Middle_Division,119.35,22.86
REC-02596,6/3/2022,SW_Monsoon,6,590.35,78.6,16.15,2,93.6,25.1,20.4,82.9,8.56,East_Block,129.69,21.97
REC-02597,6/3/2022,SW_Monsoon,6,566.05,75.5,17.86,3.19,99.7,18.9,21.2,87.8,10.78,Middle_Division,126.07,22.27
REC-02598,6/3/2022,SW_Monsoon,6,562.08,76.4,16.57,2.59,92.3,22.3,24.1,85,14.75,Upper_Division,126.31,22.47
REC-02599,6/2/2022,SW_Monsoon,6,552.07,78.5,16.2,3.38,92.7,18.9,20,91.1,14.41,East_Block,123.42,22.36
REC-02600,6/2/2022,SW_Monsoon,6,559.48,77.1,14.17,2.92,97.7,29.9,24.2,87,13.16,West_Block,128.67,23
