temp,vibration,rpm,overall_status
68,0.28,260,WARNING
36,0.22,273,NORMAL
64,1.1,346,NORMAL
68,0.56,345,NORMAL
55,0.28,337,NORMAL
73,0.82,302,NORMAL
79,0.6,281,WARNING
57,0.23,321,NORMAL
77,0.27,317,NORMAL
40,0.59,282,NORMAL
63,0.68,321,WARNING
60,0.51,313,NORMAL
85,0.62,303,NORMAL
69,0.62,304,WARNING
47,0.58,334,CRITICAL
49,0.71,292,NORMAL
80,0.59,284,NORMAL
62,1.13,307,NORMAL
63,0.52,265,WARNING
44,0.89,330,WARNING
59,0.27,325,NORMAL
63,0.98,283,NORMAL
46,0.43,260,NORMAL
65,0.62,333,NORMAL
56,0.31,261,NORMAL
50,0.88,339,NORMAL
85,1.04,291,NORMAL
37,1.03,286,CRITICAL
62,0.33,349,NORMAL
67,0.58,335,NORMAL
82,0.66,292,NORMAL
47,0.81,267,NORMAL
80,0.88,318,NORMAL
49,1.04,306,NORMAL
47,0.78,318,WARNING
71,1.14,291,WARNING
81,0.47,285,NORMAL
57,0.38,294,NORMAL
62,0.44,254,WARNING
79,0.21,275,NORMAL
58,0.3,325,NORMAL
83,1.03,280,NORMAL
68,1.1,282,NORMAL
51,1.1,322,NORMAL
37,1.1,296,CRITICAL
70,0.48,331,NORMAL
78,0.77,333,NORMAL
52,0.39,335,NORMAL
74,0.46,280,NORMAL
45,1.05,324,WARNING
72,1.09,264,NORMAL
71,0.87,307,NORMAL
76,0.61,347,NORMAL
70,0.63,283,NORMAL
79,0.45,306,NORMAL
58,0.45,310,NORMAL
61,0.75,289,NORMAL
82,0.68,317,NORMAL
37,0.97,266,WARNING
39,0.83,288,CRITICAL
64,0.91,258,NORMAL
43,1.13,287,NORMAL
35,0.74,274,WARNING
83,1.07,303,WARNING
43,0.86,295,NORMAL
39,0.31,327,WARNING
39,0.28,334,WARNING
81,0.93,285,NORMAL
57,0.47,332,NORMAL
48,1.1,339,NORMAL
59,0.28,315,NORMAL
77,0.46,253,CRITICAL
38,0.55,312,NORMAL
48,0.83,286,NORMAL
82,1.2,326,WARNING
35,0.73,307,NORMAL
61,0.91,305,NORMAL
73,0.49,343,NORMAL
80,0.47,339,NORMAL
62,1.15,261,NORMAL
56,0.77,298,NORMAL
41,0.52,285,WARNING
52,0.73,273,NORMAL
64,0.71,297,NORMAL
80,0.62,269,NORMAL
76,0.41,274,NORMAL
53,1.17,337,NORMAL
44,0.29,269,NORMAL
72,0.82,293,NORMAL
59,0.34,313,NORMAL
83,1.07,311,WARNING
62,0.35,276,NORMAL
74,0.79,313,NORMAL
48,1.19,251,NORMAL
46,0.4,276,CRITICAL
36,1.02,339,CRITICAL
63,0.65,335,WARNING
52,0.9,273,NORMAL
44,1.0,331,WARNING
85,0.77,269,NORMAL
48,1.01,274,NORMAL
38,0.23,301,WARNING
67,0.22,266,NORMAL
47,1.18,258,CRITICAL
42,1.19,251,NORMAL
61,0.41,323,NORMAL
68,0.47,344,CRITICAL
57,0.96,279,NORMAL
55,0.71,308,NORMAL
50,0.62,311,WARNING
43,1.16,255,NORMAL
66,0.3,257,NORMAL
58,0.69,277,NORMAL
85,0.77,322,NORMAL
71,0.36,297,NORMAL
59,0.34,322,NORMAL
54,0.95,320,CRITICAL
44,0.48,278,NORMAL
39,1.01,286,NORMAL
52,1.18,317,NORMAL
52,0.33,293,NORMAL
72,0.41,313,NORMAL
66,0.55,274,NORMAL
84,0.95,266,NORMAL
40,0.53,262,WARNING
58,0.76,315,NORMAL
75,0.86,291,NORMAL
80,1.02,292,NORMAL
35,0.75,319,NORMAL
38,0.76,313,NORMAL
40,1.14,347,NORMAL
76,0.97,347,WARNING
41,0.68,295,WARNING
69,0.45,327,NORMAL
41,0.9,350,NORMAL
39,0.42,296,NORMAL
57,0.33,314,CRITICAL
80,0.88,328,WARNING
62,0.93,266,NORMAL
74,1.07,339,NORMAL
62,0.92,297,NORMAL
36,0.9,296,WARNING
70,1.16,283,NORMAL
51,0.78,318,NORMAL
45,1.1,264,NORMAL
39,0.9,274,NORMAL
73,0.98,264,CRITICAL
67,0.76,317,CRITICAL
45,1.09,319,NORMAL
59,1.17,287,NORMAL
84,0.42,280,NORMAL
38,0.23,267,WARNING
35,0.84,277,NORMAL
46,1.17,283,NORMAL
36,0.82,276,NORMAL
52,0.41,297,NORMAL
65,0.34,259,NORMAL
49,1.04,347,NORMAL
36,0.94,342,NORMAL
56,0.65,284,NORMAL
50,0.76,283,NORMAL
84,1.12,307,NORMAL
69,0.61,325,NORMAL
84,0.88,262,NORMAL
85,0.98,320,NORMAL
47,0.69,338,WARNING
57,0.78,312,NORMAL
44,0.32,260,NORMAL
55,0.84,306,NORMAL
47,0.64,269,NORMAL
64,0.62,304,NORMAL
79,0.93,287,NORMAL
79,0.56,299,CRITICAL
80,1.19,253,NORMAL
49,0.97,313,NORMAL
54,0.81,262,NORMAL
46,0.55,329,NORMAL
43,0.8,257,CRITICAL
64,1.18,313,NORMAL
73,0.8,345,NORMAL
69,0.87,259,NORMAL
37,0.45,326,NORMAL
74,0.54,345,NORMAL
76,0.67,335,NORMAL
75,0.78,320,NORMAL
57,0.82,311,WARNING
70,0.3,251,NORMAL
74,0.28,285,CRITICAL
44,1.11,257,NORMAL
57,1.01,320,NORMAL
70,0.48,258,NORMAL
45,0.84,317,WARNING
68,1.15,278,NORMAL
79,0.69,348,NORMAL
59,0.77,288,NORMAL
48,0.43,302,NORMAL
52,1.15,274,WARNING
67,1.07,317,NORMAL
76,0.68,310,WARNING
80,0.92,333,NORMAL
58,0.58,259,NORMAL
40,0.92,293,CRITICAL
72,0.35,332,WARNING
80,0.71,326,CRITICAL
36,1.12,257,CRITICAL
43,0.91,339,WARNING
83,0.31,278,CRITICAL
73,0.78,266,NORMAL
45,1.01,322,NORMAL
63,0.89,302,WARNING
36,0.9,347,NORMAL
78,0.77,282,NORMAL
54,0.44,273,WARNING
79,0.76,268,WARNING
60,0.31,309,NORMAL
85,0.73,287,NORMAL
37,1.04,284,NORMAL
40,0.41,291,WARNING
44,0.64,318,NORMAL
81,0.68,305,NORMAL
70,0.46,350,NORMAL
63,0.29,285,NORMAL
67,0.27,318,NORMAL
82,1.02,295,NORMAL
67,0.24,347,NORMAL
73,0.93,289,CRITICAL
84,0.55,303,NORMAL
43,0.27,348,WARNING
79,0.23,336,NORMAL
35,0.38,297,WARNING
82,0.23,289,NORMAL
60,0.24,327,CRITICAL
46,0.7,269,WARNING
36,0.33,279,NORMAL
35,1.1,306,CRITICAL
38,0.6,309,NORMAL
55,1.01,279,NORMAL
37,1.09,269,WARNING
85,0.88,292,NORMAL
46,0.48,306,NORMAL
79,0.3,261,NORMAL
39,0.46,271,NORMAL
82,1.18,294,NORMAL
61,0.51,290,NORMAL
83,0.98,307,NORMAL
50,0.46,319,NORMAL
52,0.29,338,WARNING
84,0.91,270,NORMAL
51,0.88,256,NORMAL
59,0.8,274,NORMAL
41,0.43,342,CRITICAL
79,0.99,321,NORMAL
43,0.44,304,CRITICAL
48,0.78,313,NORMAL
46,0.78,349,NORMAL
52,0.6,333,NORMAL
37,0.67,345,NORMAL
49,0.36,314,NORMAL
41,0.97,336,CRITICAL
71,0.52,279,NORMAL
38,0.4,341,WARNING
68,0.89,329,WARNING
64,0.8,314,NORMAL
37,0.28,287,WARNING
67,0.46,288,CRITICAL
75,1.19,348,NORMAL
61,0.76,349,WARNING
83,0.3,332,NORMAL
60,0.99,301,NORMAL
56,0.9,293,NORMAL
35,0.24,314,NORMAL
49,0.89,341,NORMAL
43,0.21,334,WARNING
63,1.17,307,WARNING
55,0.67,296,NORMAL
74,0.39,316,NORMAL
63,0.24,328,NORMAL
68,0.7,257,NORMAL
60,1.18,268,NORMAL
47,0.78,287,CRITICAL
60,1.02,285,NORMAL
80,0.83,336,WARNING
77,1.08,327,CRITICAL
78,1.08,313,NORMAL
64,0.84,281,NORMAL
45,1.06,274,NORMAL
65,0.92,329,CRITICAL
70,0.57,265,NORMAL
43,0.31,286,NORMAL
49,0.5,264,NORMAL
66,0.56,302,NORMAL
52,0.44,259,NORMAL
80,1.03,255,NORMAL
81,0.51,273,NORMAL
83,0.6,297,NORMAL
44,0.83,293,NORMAL
44,0.85,346,CRITICAL
58,0.65,301,NORMAL
62,0.35,313,NORMAL
53,0.54,254,NORMAL
66,0.24,284,NORMAL
64,0.45,343,CRITICAL
37,0.99,262,NORMAL
73,0.49,297,NORMAL
81,0.59,262,NORMAL
79,0.39,299,WARNING
79,0.97,260,NORMAL
72,1.01,267,CRITICAL
84,1.19,340,NORMAL
76,0.82,279,WARNING
69,1.05,283,CRITICAL
35,0.81,341,NORMAL
63,0.27,341,NORMAL
40,0.96,303,NORMAL
75,1.12,345,NORMAL
52,0.44,348,CRITICAL
56,1.03,348,CRITICAL
72,0.56,259,CRITICAL
48,0.64,334,NORMAL
56,0.68,318,CRITICAL
36,0.63,332,NORMAL
45,0.51,309,NORMAL
57,0.38,300,NORMAL
83,0.96,325,CRITICAL
45,0.59,274,NORMAL
41,0.53,339,NORMAL
49,1.13,256,NORMAL
42,0.83,335,NORMAL
49,0.41,281,NORMAL
78,0.62,337,NORMAL
49,0.98,298,NORMAL
70,0.99,299,NORMAL
41,0.36,277,NORMAL
77,0.69,324,NORMAL
85,0.96,280,NORMAL
55,0.88,309,NORMAL
68,0.94,336,NORMAL
79,1.06,309,NORMAL
59,0.87,293,NORMAL
51,0.55,294,NORMAL
83,0.35,347,NORMAL
58,0.6,313,NORMAL
38,0.27,339,NORMAL
55,0.2,332,NORMAL
54,1.0,282,CRITICAL
39,0.95,325,WARNING
66,0.32,263,WARNING
41,0.96,333,NORMAL
74,0.46,301,WARNING
38,0.75,256,NORMAL
83,0.62,283,NORMAL
67,0.91,278,WARNING
65,0.56,269,NORMAL
71,0.2,340,NORMAL
75,0.36,262,WARNING
83,1.0,278,NORMAL
66,0.88,287,NORMAL
42,0.39,329,WARNING
82,0.36,295,NORMAL
59,0.54,305,CRITICAL
71,0.56,267,NORMAL
41,0.35,260,WARNING
79,1.03,339,NORMAL
47,1.01,288,NORMAL
80,0.95,345,NORMAL
48,0.24,334,NORMAL
62,0.91,298,WARNING
41,0.31,257,NORMAL
57,0.49,342,CRITICAL
51,0.56,326,CRITICAL
63,1.02,288,NORMAL
54,0.91,270,NORMAL
45,0.67,279,WARNING
44,0.56,295,WARNING
62,1.0,298,NORMAL
85,0.47,293,WARNING
63,1.15,343,WARNING
61,0.88,261,WARNING
36,1.18,331,CRITICAL
77,1.12,288,CRITICAL
46,1.05,347,NORMAL
77,0.24,332,CRITICAL
76,0.51,292,NORMAL
74,0.77,308,CRITICAL
41,0.87,277,NORMAL
41,1.16,326,NORMAL
82,0.34,317,NORMAL
77,0.34,294,WARNING
58,1.09,283,NORMAL
59,0.66,268,NORMAL
82,1.09,312,NORMAL
77,0.25,289,NORMAL
57,0.44,257,NORMAL
54,0.31,350,WARNING
51,0.25,284,NORMAL
40,0.94,305,NORMAL
51,0.99,327,NORMAL
68,0.29,274,CRITICAL
41,0.88,275,NORMAL
43,0.52,272,WARNING
80,0.53,350,NORMAL
76,0.68,286,CRITICAL
42,0.7,295,NORMAL
39,0.31,322,CRITICAL
52,0.21,251,NORMAL
47,1.13,345,NORMAL
40,1.19,333,NORMAL
60,1.06,299,WARNING
36,1.16,265,NORMAL
52,0.4,314,NORMAL
74,0.92,328,NORMAL
66,1.06,296,NORMAL
45,0.35,308,WARNING
53,0.81,284,NORMAL
53,1.11,303,WARNING
73,0.65,317,NORMAL
74,0.96,270,NORMAL
70,0.83,251,CRITICAL
80,0.92,286,NORMAL
70,0.62,314,NORMAL
39,1.1,314,NORMAL
72,0.64,337,NORMAL
84,0.32,349,NORMAL
83,0.8,271,NORMAL
79,1.18,281,NORMAL
35,0.71,324,NORMAL
85,0.27,309,NORMAL
62,0.91,286,NORMAL
80,0.48,312,CRITICAL
51,0.31,272,NORMAL
65,1.11,343,NORMAL
68,0.51,310,CRITICAL
66,0.35,317,NORMAL
35,0.74,331,NORMAL
74,0.23,266,NORMAL
68,0.42,323,NORMAL
41,0.6,303,NORMAL
55,0.47,329,WARNING
76,0.8,271,CRITICAL
61,0.9,304,NORMAL
78,0.36,346,NORMAL
70,0.25,302,NORMAL
55,0.28,277,NORMAL
77,0.24,341,WARNING
63,0.35,287,NORMAL
49,0.88,346,NORMAL
37,0.7,290,NORMAL
40,0.7,348,CRITICAL
58,0.84,316,CRITICAL
40,0.48,251,NORMAL
44,0.23,321,NORMAL
79,0.22,303,WARNING
37,0.5,323,WARNING
57,1.11,296,NORMAL
65,0.92,250,WARNING
72,0.66,260,WARNING
75,0.97,250,NORMAL
77,0.34,305,NORMAL
58,0.33,305,NORMAL
48,1.2,258,CRITICAL
80,0.7,262,WARNING
85,0.34,298,WARNING
39,0.89,317,NORMAL
74,1.11,277,CRITICAL
79,0.78,284,WARNING
59,0.86,318,NORMAL
56,0.3,289,NORMAL
81,1.09,250,NORMAL
56,0.76,337,CRITICAL
56,0.84,338,NORMAL
55,0.26,306,NORMAL
39,0.27,309,NORMAL
44,0.85,323,NORMAL
65,0.55,331,NORMAL
36,0.98,305,WARNING
59,0.78,287,NORMAL
45,0.8,252,WARNING
37,0.85,265,CRITICAL
75,1.14,255,WARNING
62,0.98,320,NORMAL
84,1.18,329,NORMAL
58,0.85,338,NORMAL
35,1.02,337,CRITICAL
85,0.38,289,NORMAL
51,0.44,276,NORMAL
56,1.17,346,WARNING
83,0.64,268,NORMAL
49,0.84,303,NORMAL
60,0.84,331,NORMAL
51,0.9,350,CRITICAL
76,0.39,309,NORMAL
68,0.61,333,NORMAL
38,0.92,325,NORMAL
69,0.52,313,NORMAL
40,0.28,349,NORMAL
49,0.89,250,NORMAL
64,0.25,297,NORMAL
38,0.57,311,NORMAL
48,0.63,306,NORMAL
61,1.01,311,NORMAL
68,1.15,310,NORMAL
82,0.47,334,WARNING
59,0.8,269,NORMAL
47,0.79,281,NORMAL
54,0.86,338,NORMAL
77,0.58,346,NORMAL
37,1.07,283,WARNING
47,0.57,293,NORMAL
82,0.65,339,NORMAL
63,0.79,252,NORMAL
46,1.13,343,CRITICAL
36,1.1,287,NORMAL
36,1.06,293,CRITICAL
80,0.93,327,CRITICAL
62,0.98,334,NORMAL
80,0.48,348,NORMAL
48,0.53,275,CRITICAL
43,0.5,307,NORMAL
70,0.45,306,NORMAL
80,0.65,343,NORMAL
43,0.9,296,NORMAL
63,0.72,282,NORMAL
79,1.04,305,NORMAL
50,0.34,289,NORMAL
47,0.92,260,NORMAL
36,1.04,297,WARNING
80,0.37,317,NORMAL
71,0.72,312,CRITICAL
55,0.31,319,NORMAL
83,1.04,250,NORMAL
53,0.26,325,NORMAL
84,0.23,258,NORMAL
45,0.33,346,WARNING
56,0.71,326,WARNING
65,1.06,346,WARNING
58,0.45,289,NORMAL
79,0.37,289,NORMAL
71,1.11,325,NORMAL
37,1.06,252,WARNING
35,0.38,329,NORMAL
84,1.14,274,NORMAL
50,0.25,291,NORMAL
73,1.01,328,NORMAL
71,1.04,266,NORMAL
51,0.28,253,NORMAL
67,0.56,330,NORMAL
54,0.82,266,NORMAL
62,0.82,330,NORMAL
40,1.02,329,NORMAL
75,1.19,349,NORMAL
83,0.75,251,CRITICAL
74,0.31,275,NORMAL
85,0.77,316,NORMAL
38,0.68,312,NORMAL
75,0.26,336,NORMAL
56,0.39,275,NORMAL
83,0.75,277,NORMAL
49,0.4,325,NORMAL
74,0.73,324,CRITICAL
84,0.55,271,WARNING
68,0.37,300,CRITICAL
78,1.1,306,NORMAL
83,0.92,258,NORMAL
71,0.63,331,NORMAL
42,0.47,305,WARNING
48,0.98,334,WARNING
57,1.02,271,NORMAL
53,0.57,274,WARNING
82,0.83,275,NORMAL
61,0.73,272,CRITICAL
68,0.92,310,NORMAL
50,0.28,284,NORMAL
46,0.25,347,WARNING
60,0.55,290,NORMAL
84,0.71,313,NORMAL
46,0.71,296,NORMAL
35,0.59,250,NORMAL
36,1.1,327,NORMAL
82,0.29,338,WARNING
46,0.42,348,NORMAL
77,0.79,254,NORMAL
52,1.08,345,NORMAL
35,0.88,337,NORMAL
82,1.04,302,NORMAL
39,0.82,345,NORMAL
66,0.48,300,NORMAL
56,0.26,341,NORMAL
81,0.88,317,NORMAL
44,0.46,301,NORMAL
80,1.07,298,CRITICAL
76,0.56,254,NORMAL
61,0.23,288,NORMAL
54,1.12,342,NORMAL
84,0.25,344,NORMAL
52,0.68,272,NORMAL
55,0.53,327,CRITICAL
79,0.58,311,NORMAL
49,0.83,273,NORMAL
64,0.42,313,CRITICAL
70,0.27,283,NORMAL
69,0.68,271,NORMAL
55,0.66,274,WARNING
66,0.74,278,NORMAL
39,0.94,296,NORMAL
41,0.86,289,NORMAL
52,0.94,314,NORMAL
52,0.66,291,NORMAL
80,0.58,296,CRITICAL
50,0.61,313,NORMAL
68,0.82,294,NORMAL
83,0.76,253,CRITICAL
46,0.88,345,NORMAL
53,0.45,291,NORMAL
46,0.81,341,WARNING
41,0.28,321,NORMAL
49,1.1,317,NORMAL
68,0.77,271,NORMAL
44,0.41,313,NORMAL
44,0.89,271,NORMAL
84,0.44,285,NORMAL
42,1.08,262,NORMAL
48,0.73,292,NORMAL
45,0.65,299,WARNING
36,0.39,307,NORMAL
53,0.53,332,NORMAL
37,0.26,273,NORMAL
46,0.3,309,WARNING
38,0.85,303,NORMAL
80,0.2,340,NORMAL
61,0.54,293,NORMAL
43,0.54,334,NORMAL
84,0.88,327,NORMAL
53,0.61,278,NORMAL
52,0.72,296,NORMAL
69,0.94,334,NORMAL
36,0.9,309,NORMAL
66,1.0,260,WARNING
53,0.79,306,NORMAL
48,0.67,288,NORMAL
48,0.34,286,CRITICAL
80,0.81,318,NORMAL
52,0.74,256,CRITICAL
45,0.88,274,NORMAL
64,0.76,330,NORMAL
69,0.79,308,NORMAL
66,0.75,290,CRITICAL
55,0.48,331,NORMAL
65,0.96,348,NORMAL
43,1.02,281,NORMAL
38,0.79,346,NORMAL
81,0.78,317,NORMAL
66,0.44,336,WARNING
50,0.97,271,NORMAL
53,0.33,253,CRITICAL
79,1.2,272,NORMAL
54,0.87,263,NORMAL
38,0.43,268,NORMAL
67,0.92,343,NORMAL
44,0.36,314,NORMAL
40,0.63,295,CRITICAL
41,1.11,336,NORMAL
57,0.21,274,NORMAL
35,0.26,294,WARNING
81,0.51,297,NORMAL
57,1.16,349,WARNING
65,0.35,300,NORMAL
70,0.5,312,NORMAL
75,0.78,281,NORMAL
42,0.82,301,NORMAL
51,0.35,338,NORMAL
78,0.53,306,NORMAL
70,0.62,288,NORMAL
39,0.6,299,WARNING
71,0.21,253,NORMAL
64,0.35,269,NORMAL
83,0.31,256,NORMAL
82,0.33,316,NORMAL
45,0.73,260,NORMAL
79,0.65,252,WARNING
41,0.47,253,NORMAL
46,0.98,286,CRITICAL
41,0.63,258,NORMAL
56,0.5,310,NORMAL
48,0.5,328,NORMAL
81,1.18,289,WARNING
67,0.51,330,WARNING
42,1.12,308,CRITICAL
82,0.79,308,NORMAL
44,0.33,345,NORMAL
66,0.53,312,NORMAL
52,1.05,267,CRITICAL
43,0.88,285,CRITICAL
45,0.72,350,NORMAL
41,0.84,297,NORMAL
43,0.32,279,CRITICAL
73,0.84,336,NORMAL
49,0.52,312,NORMAL
54,0.71,305,NORMAL
83,1.19,273,NORMAL
82,0.79,343,NORMAL
63,0.63,262,WARNING
71,0.46,339,NORMAL
69,0.89,271,NORMAL
75,0.8,253,CRITICAL
62,0.87,296,NORMAL
81,0.32,321,NORMAL
44,0.2,281,CRITICAL
49,0.89,338,NORMAL
60,0.84,263,NORMAL
55,1.17,300,NORMAL
71,0.69,299,NORMAL
80,0.91,331,NORMAL
59,0.41,255,NORMAL
41,0.72,271,CRITICAL
80,1.01,286,NORMAL
63,1.1,327,NORMAL
50,0.85,347,CRITICAL
44,0.28,330,NORMAL
50,0.54,286,NORMAL
51,0.62,340,NORMAL
54,0.72,322,NORMAL
55,0.73,278,NORMAL
76,1.15,324,WARNING
62,1.04,332,NORMAL
38,0.2,308,WARNING
64,0.22,311,NORMAL
78,0.75,282,NORMAL
50,0.4,319,NORMAL
84,0.88,296,NORMAL
44,1.06,313,NORMAL
41,1.11,315,NORMAL
41,0.93,272,NORMAL
50,0.89,257,CRITICAL
79,0.82,342,NORMAL
35,0.6,327,NORMAL
69,0.41,258,NORMAL
83,1.11,279,NORMAL
51,1.04,347,CRITICAL
82,0.29,343,NORMAL
50,0.44,322,WARNING
73,1.08,288,NORMAL
40,0.47,303,NORMAL
38,1.04,281,NORMAL
65,0.84,301,NORMAL
66,0.67,280,NORMAL
59,0.7,339,NORMAL
75,0.65,298,CRITICAL
44,0.25,312,NORMAL
64,0.88,338,NORMAL
55,0.69,343,NORMAL
65,1.08,252,NORMAL
35,0.54,334,NORMAL
49,0.6,310,WARNING
64,0.6,258,NORMAL
81,1.07,340,NORMAL
56,1.13,305,CRITICAL
43,0.76,275,NORMAL
47,0.2,269,NORMAL
48,0.46,344,NORMAL
64,0.41,285,NORMAL
48,0.41,287,WARNING
53,0.92,256,NORMAL
81,0.63,326,NORMAL
45,0.79,287,NORMAL
70,0.87,342,NORMAL
72,0.86,281,CRITICAL
64,0.61,269,WARNING
54,0.69,289,NORMAL
56,0.71,291,NORMAL
37,0.48,302,NORMAL
48,0.84,319,NORMAL
45,0.47,277,NORMAL
64,0.8,320,NORMAL
59,0.69,303,NORMAL
70,0.72,259,NORMAL
77,0.56,310,NORMAL
58,0.31,346,CRITICAL
36,0.47,302,NORMAL
69,0.51,289,NORMAL
64,0.48,331,NORMAL
52,0.59,263,CRITICAL
38,1.18,327,NORMAL
77,0.31,257,WARNING
53,1.11,294,NORMAL
65,0.47,276,NORMAL
62,0.55,257,NORMAL
46,0.49,287,NORMAL
66,0.64,343,NORMAL
70,0.61,339,NORMAL
77,0.24,295,NORMAL
74,0.67,283,NORMAL
66,0.46,329,WARNING
77,1.02,283,NORMAL
85,0.81,271,NORMAL
73,0.84,308,NORMAL
56,1.06,287,NORMAL
70,0.26,337,NORMAL
66,0.85,331,NORMAL
49,0.34,343,WARNING
46,0.32,289,NORMAL
79,0.49,348,NORMAL
37,0.51,270,NORMAL
85,0.25,284,NORMAL
41,1.12,262,WARNING
68,0.79,321,NORMAL
85,0.32,319,NORMAL
67,0.47,265,NORMAL
36,0.93,282,NORMAL
71,0.99,308,NORMAL
63,0.28,281,WARNING
57,0.77,258,WARNING
36,0.67,264,CRITICAL
40,0.45,279,WARNING
78,0.84,349,NORMAL
81,1.0,345,NORMAL
72,0.26,251,NORMAL
71,0.7,342,NORMAL
67,0.72,305,NORMAL
83,0.94,257,NORMAL
64,0.47,312,NORMAL
38,0.5,279,NORMAL
79,0.25,271,NORMAL
65,0.48,303,NORMAL
62,0.92,319,NORMAL
43,0.85,287,NORMAL
72,0.78,348,NORMAL
56,1.19,299,NORMAL
41,0.67,326,NORMAL
36,0.28,270,CRITICAL
71,1.06,258,NORMAL
82,0.88,253,NORMAL
61,0.86,292,NORMAL
82,0.66,279,WARNING
65,0.63,292,WARNING
85,0.5,330,NORMAL
84,0.88,257,NORMAL
71,0.79,286,NORMAL
81,0.87,315,CRITICAL
76,0.33,330,NORMAL
73,0.71,326,NORMAL
46,0.8,336,CRITICAL
60,0.33,272,NORMAL
37,0.41,306,NORMAL
43,0.59,349,NORMAL
39,1.13,292,NORMAL
73,1.15,294,NORMAL
85,0.61,336,NORMAL
40,0.49,282,WARNING
52,0.71,311,NORMAL
48,0.66,313,NORMAL
64,1.08,255,NORMAL
85,1.05,250,WARNING
51,0.24,287,NORMAL
56,1.14,323,CRITICAL
64,0.5,275,NORMAL
45,1.14,318,NORMAL
85,0.48,254,NORMAL
82,1.08,335,NORMAL
78,1.05,273,NORMAL
54,0.67,286,NORMAL
64,0.92,319,WARNING
35,0.83,328,NORMAL
74,0.49,302,WARNING
84,0.52,288,NORMAL
66,0.35,283,NORMAL
85,1.01,291,NORMAL
67,0.53,305,NORMAL
65,0.55,275,WARNING
69,0.49,291,NORMAL
38,0.26,337,WARNING
69,1.02,275,NORMAL
36,0.61,279,WARNING
84,0.75,342,NORMAL
52,0.45,255,NORMAL
66,0.39,337,NORMAL
40,0.86,270,CRITICAL
36,0.52,324,NORMAL
57,1.09,292,CRITICAL
60,0.22,349,NORMAL
72,1.0,255,WARNING
68,0.2,293,NORMAL
57,0.35,330,NORMAL
68,0.77,313,NORMAL
59,1.19,336,WARNING
69,0.92,282,NORMAL
38,0.4,345,NORMAL
77,0.25,337,NORMAL
48,0.72,255,NORMAL
81,0.89,334,NORMAL
63,0.61,252,NORMAL
64,0.39,283,NORMAL
39,0.84,289,NORMAL
47,0.78,319,NORMAL
48,0.56,280,NORMAL
79,0.56,263,NORMAL
40,0.75,338,CRITICAL
58,0.81,287,WARNING
61,0.86,311,NORMAL
64,0.79,256,NORMAL
78,0.85,277,NORMAL
85,0.22,257,NORMAL
43,0.89,256,WARNING
55,0.93,312,NORMAL
38,0.98,284,CRITICAL
79,0.42,269,NORMAL
71,1.07,273,NORMAL
50,0.34,324,NORMAL
75,1.19,292,NORMAL
73,0.93,334,NORMAL
39,0.76,272,NORMAL
78,0.44,317,NORMAL
57,0.66,337,NORMAL
74,0.79,332,NORMAL
79,1.16,315,CRITICAL
62,0.74,337,NORMAL
57,0.54,290,NORMAL
41,1.14,312,NORMAL
59,1.03,265,CRITICAL
35,0.3,298,NORMAL
40,0.93,318,NORMAL
41,0.23,325,WARNING
85,0.74,340,NORMAL
75,0.39,307,NORMAL
46,0.3,350,NORMAL
71,0.68,319,NORMAL
73,0.78,328,WARNING
57,0.59,313,NORMAL
62,0.84,342,NORMAL
56,0.22,273,NORMAL
49,0.42,295,WARNING
57,0.42,335,NORMAL
54,0.86,341,NORMAL
44,0.37,263,NORMAL
51,0.2,317,NORMAL
39,0.64,276,WARNING
69,0.65,264,CRITICAL
58,1.16,344,NORMAL
41,0.55,272,NORMAL
53,0.65,308,NORMAL
42,0.93,329,NORMAL
85,1.05,278,NORMAL
60,1.19,322,CRITICAL
78,0.51,308,CRITICAL
42,0.86,331,WARNING
52,0.46,310,NORMAL
56,0.53,278,NORMAL
85,0.7,273,NORMAL
70,0.7,276,NORMAL
67,0.57,276,NORMAL
52,1.11,287,CRITICAL
57,0.38,308,NORMAL
66,0.74,279,NORMAL
77,1.16,327,NORMAL
77,0.24,264,NORMAL
57,0.74,320,NORMAL
38,1.13,266,NORMAL
83,0.21,297,NORMAL
36,0.61,315,NORMAL
56,0.34,342,CRITICAL
76,0.25,265,NORMAL
52,0.56,301,NORMAL
68,0.36,338,NORMAL
78,0.44,284,WARNING
78,0.73,299,NORMAL
67,1.04,298,NORMAL
62,0.63,292,NORMAL
76,0.34,300,NORMAL
62,0.45,306,CRITICAL
55,0.81,269,NORMAL
39,0.52,322,NORMAL
57,1.07,295,NORMAL
75,0.93,313,NORMAL
48,1.06,293,NORMAL
51,0.63,272,NORMAL
65,0.87,327,NORMAL
69,1.06,332,WARNING
75,1.03,271,NORMAL
47,1.05,343,NORMAL
74,0.54,279,NORMAL
69,1.07,260,NORMAL
53,1.2,346,NORMAL
81,0.72,279,NORMAL
74,1.12,335,NORMAL
84,0.3,267,WARNING
42,0.23,268,NORMAL
53,1.01,337,NORMAL
60,0.35,319,NORMAL
61,1.05,313,NORMAL
42,0.55,269,NORMAL
63,0.67,250,NORMAL
79,0.77,258,NORMAL
51,1.2,296,WARNING
52,0.82,318,NORMAL
65,0.25,261,NORMAL
48,1.0,306,CRITICAL
42,0.61,286,NORMAL
71,0.47,330,NORMAL
85,0.96,336,NORMAL
36,0.3,323,CRITICAL
36,0.23,268,NORMAL
56,1.06,293,NORMAL
